"","Season","Competition","Matchday","Date","Venue","Club","Opponent","Result","Playing_Position","Minute","At_score","Type","Goal_assist"
"400","14/15","LaLiga","32","4/18/15","H","FC Barcelona","Valencia CF","2:00","RW",904,2,"Left-footed shot",""
"401","14/15","LaLiga","33","4/25/15","A","FC Barcelona","RCD Espanyol Barcelona","0:02","RW",25,0.02,"Left-footed shot","Luis Suarez"
"402","14/15","LaLiga","34","4/28/15","H","FC Barcelona","Getafe CF","6:00","RW",9,1,"Penalty",""
"403","14/15","LaLiga","34","4/28/15","H","FC Barcelona","Getafe CF","6:00","RW",47,6,"Left-footed shot","Luis Suarez"
"404","14/15","LaLiga","35","05-02-15","A","FC Barcelona","CÃ³rdoba CF","0:08","RW",47,0.03,"Header","Dani Alves"
"405","14/15","LaLiga","35","05-02-15","A","FC Barcelona","CÃ³rdoba CF","0:08","RW",80,0.06,"Left-footed shot","Luis Suarez"
"406","14/15","UEFA Champions League","Semi-Finals","05/06-15","H","FC Barcelona","Bayern Munich","3:00","RW",77,1,"Left-footed shot","Dani Alves"
"407","14/15","UEFA Champions League","Semi-Finals","05/06-15","H","FC Barcelona","Bayern Munich","3:00","RW",80,2,"Right-footed shot","Ivan Rakitic"
"408","14/15","LaLiga","37","5/17/15","A","FC Barcelona","Atletico de Madrid","0:01","RW",65,0.01,"Left-footed shot","Pedro"
"409","14/15","LaLiga","38","5/23/15","H","FC Barcelona","Deportivo de La Coruaa","2:02","RW",5,1,"Header","Rafinha"
"410","14/15","LaLiga","38","5/23/15","H","FC Barcelona","Deportivo de La Coruaa","2:02","RW",59,2,"Right-footed shot","Neymar"
"411","14/15","Copa del Rey","Final","5/30/15","A","FC Barcelona","Athletic Bilbao","1:03","RW",20,0.01,"Solo run",""
"412","14/15","Copa del Rey","Final","5/30/15","A","FC Barcelona","Athletic Bilbao","1:03","RW",74,0.03,"Left-footed shot","Dani Alves"
"413","15/16","UEFA Super Cup","Final","08/11-15","H","FC Barcelona","Sevilla FC","5:4 AET","RW",7,1.01,"Direct free kick",""
"414","15/16","UEFA Super Cup","Final","08/11-15","H","FC Barcelona","Sevilla FC","5:4 AET","RW",16,2.01,"Direct free kick",""
"415","15/16","Supercopa","final","8/17/15","H","FC Barcelona","Athletic Bilbao","1:01","RW",43,1,"Left-footed shot","Luis Suarez"
"416","15/16","LaLiga","3","09/12-15","A","FC Barcelona","Atletico de Madrid","1:02","RW",77,1.02,"Left-footed shot","Luis Suarez"
"417","15/16","LaLiga","4","9/20/15","H","FC Barcelona","Levante UD","4:01","AM ",61,3,"Penalty",""
"418","15/16","LaLiga","4","9/20/15","H","FC Barcelona","Levante UD","4:01","AM ",90,4.01,"Left-footed shot","Marc Bartra"
"419","15/16","UEFA Champions League","Group Stage","11/24/15","H","FC Barcelona","AS Roma","6:01","RW ",18,2,"Left-footed shot","Luis Suarez"
"420","15/16","UEFA Champions League","Group Stage","11/24/15","H","FC Barcelona","AS Roma","6:01","RW ",60,5,"Tap-in",""
"421","15/16","LaLiga","13","11/28/15","H","FC Barcelona","Real Sociedad","4:00","RW",901,4,"Left-footed shot","Neymar"
"422","15/16","UEFA Champions League","Group Stage","12/09-15","A","FC Barcelona","Bayer 04 Leverkusen","1:01","CF ",20,0.01,"Right-footed shot","Ivan Rakitic"
"423","15/16","LaLiga","15","12/12-15","H","FC Barcelona","Deportivo de La Coruaa","2:02","RW",39,1,"Direct free kick",""
"424","15/16","FIFA Club World Cup","Final","12/20/15","A","FC Barcelona","CA River Plate","0:03","RW",36,0.01,"Left-footed shot","Neymar"
"425","15/16","LaLiga","17","12/30/15","H","FC Barcelona","Real Betis Balompie","4:00","RW ",33,2,"Right-footed shot","Neymar"
"426","15/16","Copa del Rey","last 16","01/06-16","H","FC Barcelona","RCD Espanyol Barcelona","4:01","RW",13,1.01,"Left-footed shot","Andres Iniesta"
"427","15/16","Copa del Rey","last 16","01/06-16","H","FC Barcelona","RCD Espanyol Barcelona","4:01","RW",44,2.01,"Direct free kick",""
"428","15/16","LaLiga","19","01/09-16","H","FC Barcelona","Granada CF","4:00","RW ",8,1,"Left-footed shot","Arda Turan"
"429","15/16","LaLiga","19","01/09-16","H","FC Barcelona","Granada CF","4:00","RW ",14,2,"Left-footed shot","Luis Suarez"
"430","15/16","LaLiga","19","01/09-16","H","FC Barcelona","Granada CF","4:00","RW ",58,3,"Tap-in",""
"431","15/16","LaLiga","20","1/17/16","H","FC Barcelona","Athletic Bilbao","6:00","RW",7,1,"Penalty",""
"432","15/16","LaLiga","21","1/23/16","A","FC Barcelona","Malaga CF","1:02","RW",51,1.02,"Left-footed shot","Adriano"
"433","15/16","LaLiga","22","1/30/16","H","FC Barcelona","Atletico de Madrid","2:01","RW",30,1.01,"Left-footed shot","Jordi Alba"
"434","15/16","Copa del Rey","Semi-Finals","02-03-16","H","FC Barcelona","Valencia CF","7:00","RW",29,3,"Left-footed shot","Neymar"
"435","15/16","Copa del Rey","Semi-Finals","02-03-16","H","FC Barcelona","Valencia CF","7:00","RW",59,4,"Left-footed shot","Luis Suarez"
"436","15/16","Copa del Rey","Semi-Finals","02-03-16","H","FC Barcelona","Valencia CF","7:00","RW",74,5,"Left-footed shot",""
"437","15/16","LaLiga","24","2/14/16","H","FC Barcelona","Celta de Vigo","6:01","RW",28,1,"Direct free kick",""
"438","15/16","LaLiga","16","2/17/16","A","FC Barcelona","Sporting GijÃ³n","1:03","RW ",25,0.01,"Left-footed shot","Luis Suarez"
"439","15/16","LaLiga","16","2/17/16","A","FC Barcelona","Sporting GijÃ³n","1:03","RW ",31,1.02,"Left-footed shot","Luis Suarez"
"440","15/16","UEFA Champions League","last 16","2/23/16","A","FC Barcelona","Arsenal FC","0:02","RW",71,0.01,"Left-footed shot","Neymar"
"441","15/16","UEFA Champions League","last 16","2/23/16","A","FC Barcelona","Arsenal FC","0:02","RW",83,0.02,"Penalty",""
"442","15/16","LaLiga","26","2/28/16","H","FC Barcelona","Sevilla FC","2:01","RW ",31,1.01,"Direct free kick",""
"443","15/16","LaLiga","27","03-03-16","A","FC Barcelona","Rayo Vallecano","1:05","RW",23,0.02,"Left-footed shot","Neymar"
"444","15/16","LaLiga","27","03-03-16","A","FC Barcelona","Rayo Vallecano","1:05","RW",53,0.03,"Left-footed shot",""
"445","15/16","LaLiga","27","03-03-16","A","FC Barcelona","Rayo Vallecano","1:05","RW",72,1.04,"Left-footed shot","Sergio Busquets"
"446","15/16","LaLiga","28","03/06-16","A","FC Barcelona","SD Eibar","0:04","RW ",42,0.02,"Left-footed shot","Munir El Haddadi"
"447","15/16","LaLiga","28","03/06-16","A","FC Barcelona","SD Eibar","0:04","RW ",76,0.03,"Penalty",""
"448","15/16","LaLiga","29","03/12-16","H","FC Barcelona","Getafe CF","6:00","CF",41,4,"Left-footed shot","Arda Turan"
"449","15/16","UEFA Champions League","last 16","3/16/16","H","FC Barcelona","Arsenal FC","3:01","RW",86,3.01,"Left-footed shot","Neymar"
"450","15/16","LaLiga","33","4/17/16","H","FC Barcelona","Valencia CF","1:02","RW",63,1.02,"Left-footed shot","Jordi Alba"
"451","15/16","LaLiga","34","4/20/16","A","FC Barcelona","Deportivo de La Coruaa","0:08","RW",73,0.06,"Left-footed shot","Luis Suarez"
"452","15/16","LaLiga","35","4/23/16","H","FC Barcelona","Sporting GijÃ³n","6:00","RW",13,1,"Header",""
"453","15/16","LaLiga","37","05/08-16","H","FC Barcelona","RCD Espanyol Barcelona","5:00","RW",8,1,"Direct free kick",""
"454","16/17","Supercopa","final","8/17/16","H","FC Barcelona","Sevilla FC","3:00","RW ",55,3,"Header","Lucas Digne"
"455","16/17","LaLiga","1","8/20/16","H","FC Barcelona","Real Betis Balompie","6:02","RW ",37,2.01,"Left-footed shot","Sergi Roberto"
"456","16/17","LaLiga","1","8/20/16","H","FC Barcelona","Real Betis Balompie","6:02","RW ",58,5.01,"Left-footed shot","Arda Turan"
"457","16/17","UEFA Champions League","Group Stage","9/13/16","H","FC Barcelona","Celtic FC","7:00","RW ",3,1,"Left-footed shot","Neymar"
"458","16/17","UEFA Champions League","Group Stage","9/13/16","H","FC Barcelona","Celtic FC","7:00","RW ",27,2,"Left-footed shot","Neymar"
"459","16/17","UEFA Champions League","Group Stage","9/13/16","H","FC Barcelona","Celtic FC","7:00","RW ",60,5,"Left-footed shot","Luis Suarez"
"460","16/17","LaLiga","4","9/17/16","A","FC Barcelona","CD Leganes","1:05","RW",15,0.01,"Left-footed shot","Luis Suarez"
"461","16/17","LaLiga","4","9/17/16","A","FC Barcelona","CD Leganes","1:05","RW",55,0.04,"Penalty",""
"462","16/17","LaLiga","8","10/15/16","H","FC Barcelona","Deportivo de La Coruaa","4:00","RW",58,4,"Left-footed shot","Neymar"
"463","16/17","UEFA Champions League","Group Stage","10/19/16","H","FC Barcelona","Manchester City","4:00","RW",17,1,"Left-footed shot","Andres Iniesta"
"464","16/17","UEFA Champions League","Group Stage","10/19/16","H","FC Barcelona","Manchester City","4:00","RW",61,2,"Left-footed shot","Andres Iniesta"
"465","16/17","UEFA Champions League","Group Stage","10/19/16","H","FC Barcelona","Manchester City","4:00","RW",69,3,"Left-footed shot","Luis Suarez"
"466","16/17","LaLiga","9","10/22/16","A","FC Barcelona","Valencia CF","2:03","RW",22,0.01,"Left-footed shot","Ivan Rakitic"
"467","16/17","LaLiga","9","10/22/16","A","FC Barcelona","Valencia CF","2:03","RW",904,2.03,"Penalty",""
"468","16/17","UEFA Champions League","Group Stage","11-01-16","A","FC Barcelona","Manchester City","3:01","RW ",21,0.01,"Left-footed shot","Neymar"
"469","16/17","LaLiga","11","11/06-16","A","FC Barcelona","Sevilla FC","1:02","RW ",43,1.01,"Left-footed shot","Neymar"
"470","16/17","UEFA Champions League","Group Stage","11/23/16","A","FC Barcelona","Celtic FC","0:02","RW ",24,0.01,"Left-footed shot","Neymar"
"471","16/17","UEFA Champions League","Group Stage","11/23/16","A","FC Barcelona","Celtic FC","0:02","RW ",55,0.02,"Penalty",""
"472","16/17","LaLiga","13","11/27/16","A","FC Barcelona","Real Sociedad","1:01","RW ",59,1.01,"Left-footed shot","Neymar"
"473","16/17","UEFA Champions League","Group Stage","12/06-16","H","FC Barcelona","Borussia MÃ¶nchengladbach","4:00","RW",16,1,"Left-footed shot","Arda Turan"
"474","16/17","LaLiga","15","12/10-16","A","FC Barcelona","CA Osasuna","0:03","RW",72,0.02,"Left-footed shot","Jordi Alba"
"475","16/17","LaLiga","15","12/10-16","A","FC Barcelona","CA Osasuna","0:03","RW",902,0.03,"Left-footed shot","Sergio Busquets"
"476","16/17","LaLiga","16","12/18/16","H","FC Barcelona","RCD Espanyol Barcelona","4:01","RW",90,4.01,"Left-footed shot","Luis Suarez"
"477","16/17","Copa del Rey","last 16","01/05-17","A","FC Barcelona","Athletic Bilbao","2:01","RW",52,2.01,"Direct free kick",""
"478","16/17","LaLiga","17","01/08-17","A","FC Barcelona","Villarreal CF","1:01","RW",90,1.01,"Direct free kick",""
"479","16/17","Copa del Rey","last 16","01/11-17","H","FC Barcelona","Athletic Bilbao","3:01","RW",78,3.01,"Direct free kick",""
"480","16/17","LaLiga","18","1/14/17","H","FC Barcelona","UD Las Palmas","5:00","RW ",52,2,"Right-footed shot",""
"481","16/17","LaLiga","19","1/22/17","A","FC Barcelona","SD Eibar","0:04","RW ",50,0.02,"Left-footed shot","Luis Suarez"
"482","16/17","Copa del Rey","Quarter-Finals","1/26/17","H","FC Barcelona","Real Sociedad","5:02","RW ",55,2,"Penalty",""
"483","16/17","Copa del Rey","Semi-Finals","02-01-17","A","FC Barcelona","Atletico de Madrid","1:02","RW ",33,0.02,"Left-footed shot","Ivan Rakitic"
"484","16/17","LaLiga","21","02-04-17","H","FC Barcelona","Athletic Bilbao","3:00","RW ",40,2,"Direct free kick",""
"485","16/17","LaLiga","22","02/11-17","A","FC Barcelona","Deportivo Alaves","0:06","RW ",59,0.03,"Left-footed shot","Neymar"
"486","16/17","LaLiga","23","2/19/17","H","FC Barcelona","CD Leganes","2:01","RW",4,1,"Right-footed shot","Luis Suarez"
"487","16/17","LaLiga","23","2/19/17","H","FC Barcelona","CD Leganes","2:01","RW",90,2.01,"Penalty",""
"488","16/17","LaLiga","24","2/26/17","A","FC Barcelona","Atletico de Madrid","1:02","RW",86,1.02,"Left-footed shot",""
"489","16/17","LaLiga","25","03-01-17","H","FC Barcelona","Sporting GijÃ³n","6:01","RW ",9,1,"Header","Javier Mascherano"
"490","16/17","LaLiga","26","03-04-17","H","FC Barcelona","Celta de Vigo","5:00","AM ",24,1,"Left-footed shot","Sergio Busquets"
"491","16/17","LaLiga","26","03-04-17","H","FC Barcelona","Celta de Vigo","5:00","AM ",64,5,"Left-footed shot",""
"492","16/17","UEFA Champions League","last 16","03/08-17","H","FC Barcelona","Paris Saint-Germain","6:01","AM",50,3,"Penalty",""
"493","16/17","LaLiga","28","3/19/17","H","FC Barcelona","Valencia CF","4:02","AM",45,2.01,"Penalty",""
"494","16/17","LaLiga","28","3/19/17","H","FC Barcelona","Valencia CF","4:02","AM",53,3.02,"Right-footed shot","Javier Mascherano"
"495","16/17","LaLiga","30","04/05-17","H","FC Barcelona","Sevilla FC","3:00","RW",28,2,"Right-footed shot","Luis Suarez"
"496","16/17","LaLiga","30","04/05-17","H","FC Barcelona","Sevilla FC","3:00","RW",33,3,"Left-footed shot",""
"497","16/17","LaLiga","32","4/15/17","H","FC Barcelona","Real Sociedad","3:02","RW ",17,1,"Left-footed shot","Luis Suarez"
"498","16/17","LaLiga","32","4/15/17","H","FC Barcelona","Real Sociedad","3:02","RW ",37,2,"Tap-in",""
"499","16/17","LaLiga","33","4/23/17","A","FC Barcelona","Real Madrid","2:03","RW",33,1.01,"Left-footed shot","Ivan Rakitic"
"500","16/17","LaLiga","33","4/23/17","A","FC Barcelona","Real Madrid","2:03","RW",902,2.03,"Left-footed shot","Jordi Alba"
"501","16/17","LaLiga","34","4/26/17","H","FC Barcelona","CA Osasuna","7:01","AM ",12,1,"Left-footed shot",""
"502","16/17","LaLiga","34","4/26/17","H","FC Barcelona","CA Osasuna","7:01","AM ",61,4.01,"Left-footed shot","Ivan Rakitic"
"503","16/17","LaLiga","36","05/06-17","H","FC Barcelona","Villarreal CF","4:01","RW",45,2.01,"Left-footed shot","Sergio Busquets"
"504","16/17","LaLiga","36","05/06-17","H","FC Barcelona","Villarreal CF","4:01","RW",82,4.01,"Penalty",""
"505","16/17","LaLiga","38","5/21/17","H","FC Barcelona","SD Eibar","4:02","RW",75,3.02,"Penalty",""
"506","16/17","LaLiga","38","5/21/17","H","FC Barcelona","SD Eibar","4:02","RW",902,4.02,"Right-footed shot",""
"507","16/17","Copa del Rey","Final","5/27/17","H","FC Barcelona","Deportivo Alaves","3:01","RW",30,1,"Left-footed shot","Neymar"
"508","17/18","Supercopa","final","8/13/17","H","FC Barcelona","Real Madrid","1:03","RW",77,1.01,"Penalty",""
"509","17/18","LaLiga","2","8/26/17","A","FC Barcelona","Deportivo Alaves","0:02","CF",55,0.01,"Left-footed shot","Jordi Alba"
"510","17/18","LaLiga","2","8/26/17","A","FC Barcelona","Deportivo Alaves","0:02","CF",66,0.02,"Left-footed shot","Paco Alcacer"
"511","17/18","LaLiga","3","09/09-17","H","FC Barcelona","RCD Espanyol Barcelona","5:00","CF",26,1,"Left-footed shot","Ivan Rakitic"
"512","17/18","LaLiga","3","09/09-17","H","FC Barcelona","RCD Espanyol Barcelona","5:00","CF",35,2,"Right-footed shot","Jordi Alba"
"513","17/18","LaLiga","3","09/09-17","H","FC Barcelona","RCD Espanyol Barcelona","5:00","CF",67,3,"Left-footed shot","Jordi Alba"
"514","17/18","UEFA Champions League","Group Stage","09/12-17","H","FC Barcelona","Juventus FC","3:00","CF",45,1,"Left-footed shot","Luis Suarez"
"515","17/18","UEFA Champions League","Group Stage","09/12-17","H","FC Barcelona","Juventus FC","3:00","CF",69,3,"Left-footed shot",""
"516","17/18","LaLiga","5","9/19/17","H","FC Barcelona","SD Eibar","6:01","CF",21,1,"Penalty",""
"517","17/18","LaLiga","5","9/19/17","H","FC Barcelona","SD Eibar","6:01","CF",59,4.01,"Left-footed shot","Sergio Busquets"
"518","17/18","LaLiga","5","9/19/17","H","FC Barcelona","SD Eibar","6:01","CF",62,5.01,"Left-footed shot","Paulinho"
"519","17/18","LaLiga","5","9/19/17","H","FC Barcelona","SD Eibar","6:01","CF",87,6.01,"Left-footed shot","Aleix Vidal"
"520","17/18","LaLiga","7","10-01-17","H","FC Barcelona","UD Las Palmas","3:00","SS",70,2,"Left-footed shot","Denis Suarez"
"521","17/18","LaLiga","7","10-01-17","H","FC Barcelona","UD Las Palmas","3:00","SS",77,3,"Left-footed shot","Luis Suarez"
"522","17/18","UEFA Champions League","Group Stage","10/18/17","H","FC Barcelona","Olympiacos Piraeus","3:01","CF",61,2,"Direct free kick",""
"523","17/18","LaLiga","10","10/28/17","A","FC Barcelona","Athletic Bilbao","0:02","SS ",37,0.01,"Left-footed shot","Jordi Alba"
"524","17/18","LaLiga","14","12-02-17","H","FC Barcelona","Celta de Vigo","2:02","SS",22,1.01,"Left-footed shot","Paulinho"
"525","17/18","LaLiga","15","12/10-17","A","FC Barcelona","Villarreal CF","0:02","RW ",83,0.02,"Left-footed shot","Sergio Busquets"
"526","17/18","LaLiga","17","12/23/17","A","FC Barcelona","Real Madrid","0:03","SS",64,0.02,"Penalty",""
"527","17/18","LaLiga","18","01/07-18","H","FC Barcelona","Levante UD","3:00","SS",12,1,"Left-footed shot","Jordi Alba"
"528","17/18","Copa del Rey","last 16","01/11-18","H","FC Barcelona","Celta de Vigo","5:00","SS",13,1,"Left-footed shot","Jordi Alba"
"529","17/18","Copa del Rey","last 16","01/11-18","H","FC Barcelona","Celta de Vigo","5:00","SS",15,2,"Left-footed shot","Jordi Alba"
"530","17/18","LaLiga","19","1/14/18","A","FC Barcelona","Real Sociedad","2:04","SS ",85,2.04,"Direct free kick",""
"531","17/18","LaLiga","20","1/21/18","A","FC Barcelona","Real Betis Balompie","0:05","SS ",64,0.02,"Left-footed shot","Sergio Busquets"
"532","17/18","LaLiga","20","1/21/18","A","FC Barcelona","Real Betis Balompie","0:05","SS ",80,0.04,"Left-footed shot","Luis Suarez"
"533","17/18","Copa del Rey","Quarter-Finals","1/25/18","H","FC Barcelona","RCD Espanyol Barcelona","2:00","SS",25,2,"Deflected shot on goal",""
"534","17/18","LaLiga","21","1/28/18","H","FC Barcelona","Deportivo Alaves","2:01","SS",84,2.01,"Direct free kick",""
"535","17/18","UEFA Champions League","last 16","2/20/18","A","FC Barcelona","Chelsea FC","1:01","SS",75,1.01,"Left-footed shot","Andres Iniesta"
"536","17/18","LaLiga","25","2/24/18","H","FC Barcelona","Girona FC","6:01","SS ",30,2.01,"Left-footed shot","Luis Suarez"
"537","17/18","LaLiga","25","2/24/18","H","FC Barcelona","Girona FC","6:01","SS ",36,3.01,"Direct free kick",""
"538","17/18","LaLiga","26","03-01-18","A","FC Barcelona","UD Las Palmas","1:01","SS",21,0.01,"Direct free kick",""
"539","17/18","LaLiga","27","03-04-18","H","FC Barcelona","Atletico de Madrid","1:00","SS",26,1,"Direct free kick",""
"540","17/18","UEFA Champions League","last 16","3/14/18","H","FC Barcelona","Chelsea FC","3:00","SS",3,1,"Right-footed shot","Luis Suarez"
"541","17/18","UEFA Champions League","last 16","3/14/18","H","FC Barcelona","Chelsea FC","3:00","SS",63,3,"Left-footed shot","Luis Suarez"
"542","17/18","LaLiga","29","3/18/18","H","FC Barcelona","Athletic Bilbao","2:00","SS ",30,2,"Left-footed shot","Ousmane Dembele"
"543","17/18","LaLiga","30","3/31/18","A","FC Barcelona","Sevilla FC","2:02","RW",89,2.02,"Left-footed shot","Philippe Coutinho"
"544","17/18","LaLiga","31","04/07-18","H","FC Barcelona","CD Leganes","3:01","SS ",27,1,"Direct free kick",""
"545","17/18","LaLiga","31","04/07-18","H","FC Barcelona","CD Leganes","3:01","SS ",32,2,"Left-footed shot","Philippe Coutinho"
"546","17/18","LaLiga","31","04/07-18","H","FC Barcelona","CD Leganes","3:01","SS ",87,3.01,"Left-footed shot","Ousmane Dembele"
"547","17/18","Copa del Rey","Final","4/21/18","A","FC Barcelona","Sevilla FC","0:05","SS",31,0.02,"Left-footed shot","Jordi Alba"
"548","17/18","LaLiga","35","4/29/18","A","FC Barcelona","Deportivo de La Coruaa","2:04","CF ",38,0.02,"Left-footed shot","Luis Suarez"
"549","17/18","LaLiga","35","4/29/18","A","FC Barcelona","Deportivo de La Coruaa","2:04","CF ",82,2.03,"Right-footed shot","Luis Suarez"
"550","17/18","LaLiga","35","4/29/18","A","FC Barcelona","Deportivo de La Coruaa","2:04","CF ",85,2.04,"Left-footed shot","Luis Suarez"
"551","17/18","LaLiga","36","05/06-18","H","FC Barcelona","Real Madrid","2:02","SS",52,2.01,"Left-footed shot","Luis Suarez"
"552","17/18","LaLiga","34","05/09-18","H","FC Barcelona","Villarreal CF","5:01","CF",45,3,"Left-footed shot","Andres Iniesta"
"553","18/19","LaLiga","1","8/18/18","H","FC Barcelona","Deportivo Alaves","3:00","RW ",64,1,"Direct free kick",""
"554","18/19","LaLiga","1","8/18/18","H","FC Barcelona","Deportivo Alaves","3:00","RW ",902,3,"Left-footed shot","Luis Suarez"
"555","18/19","LaLiga","3","09-02-18","H","FC Barcelona","SD Huesca","8:02","RW ",16,1.01,"Right-footed shot","Ivan Rakitic"
"556","18/19","LaLiga","3","09-02-18","H","FC Barcelona","SD Huesca","8:02","RW ",61,6.02,"Left-footed shot","Philippe Coutinho"
"557","18/19","UEFA Champions League","Group Stage","9/18/18","H","FC Barcelona","PSV Eindhoven","4:00","RW ",31,1,"Direct free kick",""
"558","18/19","UEFA Champions League","Group Stage","9/18/18","H","FC Barcelona","PSV Eindhoven","4:00","RW ",77,3,"Left-footed shot","Ivan Rakitic"
"559","18/19","UEFA Champions League","Group Stage","9/18/18","H","FC Barcelona","PSV Eindhoven","4:00","RW ",87,4,"Right-footed shot","Luis Suarez"
"560","18/19","LaLiga","5","9/23/18","H","FC Barcelona","Girona FC","2:02","RW ",19,1,"Left-footed shot","Arturo Vidal"
"561","18/19","UEFA Champions League","Group Stage","10-03-18","A","FC Barcelona","Tottenham Hotspur","2:04","RW ",56,1.03,"Left-footed shot","Jordi Alba"
"562","18/19","UEFA Champions League","Group Stage","10-03-18","A","FC Barcelona","Tottenham Hotspur","2:04","RW ",90,2.04,"Left-footed shot","Jordi Alba"
"563","18/19","LaLiga","8","10/07-18","A","FC Barcelona","Valencia CF","1:01","RW ",23,1.01,"Left-footed shot","Luis Suarez"
"564","18/19","LaLiga","9","10/20/18","H","FC Barcelona","Sevilla FC","4:02","RW ",12,2,"Left-footed shot","Luis Suarez"
"565","18/19","LaLiga","12","11/11-18","H","FC Barcelona","Real Betis Balompie","3:04","SS ",68,1.02,"Penalty",""
"566","18/19","LaLiga","12","11/11-18","H","FC Barcelona","Real Betis Balompie","3:04","SS ",904,3.04,"Left-footed shot","Arturo Vidal"
"567","18/19","UEFA Champions League","Group Stage","11/28/18","A","FC Barcelona","PSV Eindhoven","1:02","CF ",61,0.01,"Left-footed shot","Ousmane Dembele"
"568","18/19","LaLiga","15","12/08-18","A","FC Barcelona","RCD Espanyol Barcelona","0:04","RW ",17,0.01,"Direct free kick",""
"569","18/19","LaLiga","15","12/08-18","A","FC Barcelona","RCD Espanyol Barcelona","0:04","RW ",65,0.04,"Direct free kick",""
"570","18/19","LaLiga","16","12/16/18","A","FC Barcelona","Levante UD","0:05","SS ",43,0.02,"Right-footed shot","Sergio Busquets"
"571","18/19","LaLiga","16","12/16/18","A","FC Barcelona","Levante UD","0:05","SS ",47,0.03,"Left-footed shot",""
"572","18/19","LaLiga","16","12/16/18","A","FC Barcelona","Levante UD","0:05","SS ",60,0.04,"Left-footed shot","Arturo Vidal"
"573","18/19","LaLiga","17","12/22/18","H","FC Barcelona","Celta de Vigo","2:00","RW ",45,2,"Left-footed shot","Jordi Alba"
"574","18/19","LaLiga","18","01/06-19","A","FC Barcelona","Getafe CF","1:02","RW ",20,0.01,"Left-footed shot",""
"575","18/19","LaLiga","19","1/13/19","H","FC Barcelona","SD Eibar","3:00","RW ",53,2,"Left-footed shot","Luis Suarez"
"576","18/19","Copa del Rey","last 16","1/17/19","H","FC Barcelona","Levante UD","3:00","CF ",54,3,"Left-footed shot","Nelson Semedo"
"577","18/19","LaLiga","20","1/20/19","H","FC Barcelona","CD Leganes","3:01","SS",902,3.01,"Right-footed shot","Jordi Alba"
"578","18/19","LaLiga","21","1/27/19","A","FC Barcelona","Girona FC","0:02","RW ",69,0.02,"Left-footed shot","Jordi Alba"
"579","18/19","Copa del Rey","Quarter-Finals","1/30/19","H","FC Barcelona","Sevilla FC","6:01","RW ",902,6.01,"Left-footed shot","Jordi Alba"
"580","18/19","LaLiga","22","02-02-19","H","FC Barcelona","Valencia CF","2:02","RW ",39,1.02,"Penalty",""
"581","18/19","LaLiga","22","02-02-19","H","FC Barcelona","Valencia CF","2:02","RW ",64,2.02,"Left-footed shot","Arturo Vidal"
"582","18/19","LaLiga","24","2/16/19","H","FC Barcelona","Real Valladolid CF","1:00","RW ",43,1,"Penalty",""
"583","18/19","LaLiga","25","2/23/19","A","FC Barcelona","Sevilla FC","2:04","RW ",26,1.01,"Left-footed shot","Ivan Rakitic"
"584","18/19","LaLiga","25","2/23/19","A","FC Barcelona","Sevilla FC","2:04","RW ",67,2.02,"Right-footed shot","Ousmane Dembele"
"585","18/19","LaLiga","25","2/23/19","A","FC Barcelona","Sevilla FC","2:04","RW ",85,2.03,"Left-footed shot",""
"586","18/19","LaLiga","27","03/09-19","H","FC Barcelona","Rayo Vallecano","3:01","RW ",51,2.01,"Penalty",""
"587","18/19","UEFA Champions League","last 16","3/13/19","H","FC Barcelona","Olympique Lyon","5:01","RW ",18,1,"Penalty",""
"588","18/19","UEFA Champions League","last 16","3/13/19","H","FC Barcelona","Olympique Lyon","5:01","RW ",78,3.01,"Right-footed shot","Sergio Busquets"
"589","18/19","LaLiga","28","3/17/19","A","FC Barcelona","Real Betis Balompie","1:04","SS ",18,0.01,"Direct free kick",""
"590","18/19","LaLiga","28","3/17/19","A","FC Barcelona","Real Betis Balompie","1:04","SS ",452,0.02,"Left-footed shot","Luis Suarez"
"591","18/19","LaLiga","28","3/17/19","A","FC Barcelona","Real Betis Balompie","1:04","SS ",85,1.04,"Left-footed shot","Ivan Rakitic"
"592","18/19","LaLiga","29","3/30/19","H","FC Barcelona","RCD Espanyol Barcelona","2:00","RW ",71,1,"Direct free kick",""
"593","18/19","LaLiga","29","3/30/19","H","FC Barcelona","RCD Espanyol Barcelona","2:00","RW ",89,2,"Left-footed shot","Malcom"
"594","18/19","LaLiga","30","04-02-19","A","FC Barcelona","Villarreal CF","4:04","RW",90,4.03,"Direct free kick",""
"595","18/19","LaLiga","31","04/06-19","H","FC Barcelona","Atletico de Madrid","2:00","SS ",87,2,"Left-footed shot",""
"596","18/19","UEFA Champions League","Quarter-Finals","4/16/19","H","FC Barcelona","Manchester United","3:00","RW ",16,1,"Left-footed shot",""
"597","18/19","UEFA Champions League","Quarter-Finals","4/16/19","H","FC Barcelona","Manchester United","3:00","RW ",20,2,"Right-footed shot",""
"598","18/19","LaLiga","35","4/27/19","H","FC Barcelona","Levante UD","1:00","RW",62,1,"Left-footed shot","Arturo Vidal"
"599","18/19","UEFA Champions League","Semi-Finals","05-01-19","H","FC Barcelona","Liverpool FC","3:00","RW ",75,2,"Left-footed shot","Luis Suarez"
"600","18/19","UEFA Champions League","Semi-Finals","05-01-19","H","FC Barcelona","Liverpool FC","3:00","RW ",82,3,"Direct free kick",""
